ID,name,birthYear,deathYear
nm10236146,Jingchuan Dong,NULL,NULL
nm10236161,Anna McNutt,NULL,NULL
nm10236215,Hermann Bausinger,1926,2021
nm10236232,Dirk Schümer,1962,NULL
nm10236445,Christoph Türcke,1948,NULL
nm10236446,Walter Homolka,1964,NULL
nm10237084,Aslihan Karalar,1999,NULL
nm10237085,Corban Tharp,NULL,NULL
nm10237324,Bernhard Watzl,NULL,NULL
nm10237326,Daniela Krehl,NULL,NULL
nm10237705,Dee Armstrong,NULL,NULL
nm10237774,Brad Hyland,NULL,NULL
nm10237778,Amy Lovett,NULL,NULL
nm10237866,Adish Vaidya,NULL,NULL
nm1023855,Petro Aleksowski,1970,NULL
nm10238955,Hannah Meloche,NULL,NULL
nm10238993,Patty Talahongva,NULL,NULL
nm10239091,Mathieu Hoarau,NULL,NULL
nm10239156,Zane Jabbia,2003,NULL
nm1023919,Ramin Bahrani,1975,NULL
nm1023932,Raqesh Bapat,1978,NULL
nm10239531,Henrik Evertsson,NULL,NULL
nm10239685,Rishabh Kapoor,NULL,NULL
nm10240268,Bell Knock,NULL,NULL
nm10240289,Wilbur Wesley Henderson,NULL,NULL
nm10240597,Marco Corrao,NULL,NULL
nm10240598,Gabriele Giambertone,NULL,NULL
nm10240608,Fabio Tricarico,NULL,NULL
nm10240645,Ian Killick,NULL,NULL
nm10240830,Patricia Kemmer,NULL,NULL
nm1024101,Priyanshu Chatterjee,1973,NULL
nm10241342,Agazi Desta,NULL,NULL
nm10241719,Anna Kukharenko,NULL,NULL
nm10241811,Srbijanka Turajlic,NULL,NULL
nm1024183,Stéphane De Groodt,1966,NULL
nm1024233,Grae Drake,NULL,NULL
nm10242715,Muriel Pernas,NULL,NULL
nm10242728,Inger Marie Norstrøm,NULL,NULL
nm10242792,Isabel Mundry,NULL,NULL
nm1024283,Gerson Steves,NULL,NULL
nm10242887,Hannes Van Dahl,NULL,NULL
nm10243295,Kostas Vidakis,NULL,NULL
nm10243297,Anestis Patkas,NULL,NULL
nm10243298,Sofia Siggiridou,NULL,NULL
nm10243395,Karolina Burek,NULL,NULL
nm10243579,Icelee Russell,NULL,NULL
nm10243594,Amanda Sarco,NULL,NULL
nm10243977,Asif Jahangir Arko,NULL,NULL
nm10243978,Risal Ahmed,NULL,NULL
nm10243983,Refat Shafique Tamal,NULL,NULL
nm10244008,Krzysztof Piotr Zakrzewicz,NULL,NULL
nm10244050,Autumn Falls,2000,NULL
nm10244666,Jacline Mouraud,NULL,NULL
nm10244764,Sergi Martos,NULL,NULL
nm10245081,Krutika Tulaskar,NULL,NULL
nm1024518,Nancy Huffman,NULL,NULL
nm10245441,Helmut Rieker,NULL,NULL
nm10245458,Birkir Fannar Einar Einarsson,NULL,NULL
nm10245778,Sandy Ravage,NULL,NULL
nm10245785,Amber Banks,NULL,NULL
nm10246005,Haha Davis,NULL,NULL
nm10246056,Pierre Gerwig Langer,NULL,NULL
nm10246125,Suunil R Kumar,NULL,NULL
nm10246142,Luís Gomes,NULL,NULL
nm10246189,Mihina Nagai,1995,NULL
nm10246260,Lilly Nguyen,NULL,NULL
nm10246565,Stephanie Liferidge,NULL,NULL
nm1024685,Bhushan Kumar,1977,NULL
nm10247134,Mona Hawght,NULL,NULL
nm1024715,Alonso O. Lara,NULL,NULL
nm10247201,Jesse Carriere,NULL,NULL
nm10247562,Caroline Byrd,NULL,NULL
nm10248699,Nicole Sevey,NULL,NULL
nm10248732,Chelsea Lee,NULL,NULL
nm10248753,Jonis Raél,NULL,NULL
nm1024878,Seth Meyers,1973,NULL
nm10250239,Mark Ayres,NULL,NULL
nm10250379,Alex Dietz,NULL,NULL
nm10250524,Tânia Assumpção,NULL,NULL
nm10250526,Rafael Kent,NULL,NULL
nm10250537,Emily Brayton,NULL,NULL
nm10251109,Eduardo Acevedo,NULL,NULL
nm10251277,Marija Linarte,NULL,NULL
nm1025137,José Luis Rodríguez 'El Puma',1943,NULL
nm10251386,Jürgen Kaube,1962,NULL
nm1025139,Alex Roe,1990,NULL
nm10251783,Jerry Hannan,NULL,NULL
nm10252238,Rhema Srihartiti,NULL,NULL
nm10252451,Phoebe De Jeu,NULL,NULL
nm10252514,Ed Smith,NULL,NULL
nm10252656,Les Hayden,NULL,NULL
nm10252692,Ceferino Rodríguez Ibañez,NULL,NULL
nm10252712,Honey Moon,1995,NULL
nm10252843,Kristina Spassovska,NULL,NULL
nm10253109,Alfie Cox,NULL,NULL
nm10253146,Eala Sheridan,NULL,NULL
nm10253361,Marek Zalewski,NULL,NULL
nm10253482,Mmoni Moabi,NULL,NULL
nm10253733,Emilija Mihailova,NULL,NULL
nm10253869,Veneta Anagnostou,NULL,NULL
nm10254167,Matthijs de Ligt,1999,NULL
nm10254248,Roger Morin,NULL,NULL
nm10254284,Liza Womack,NULL,NULL
nm10254395,David Colturi,1989,NULL
nm10254750,Uddipta Basu,NULL,NULL
nm10254754,Varun Sarma,NULL,NULL
nm10255673,Chen Hu,NULL,NULL
nm10255682,Tahira Nath,NULL,NULL
nm10255683,Riddhi Kachhela,NULL,NULL
nm10255799,Rina Ono,2000,NULL
nm10255903,Gerardo Amaya Jacome,NULL,NULL
nm1025704,Katie Morgan,1980,NULL
nm10257135,Lauren Jeu,NULL,NULL
nm10257413,William Gundersen,1998,NULL
nm10257612,Renata Mellão,NULL,NULL
nm10257970,Charles Hedger,NULL,NULL
nm10258422,Nenad Kulacin,NULL,NULL
nm10258731,Natalia Montecinos,NULL,NULL
nm10258762,Deanna Faour,NULL,NULL
nm10258982,Nicoletta Senzacqua,NULL,NULL
nm10259010,Henrik Bjorn,NULL,NULL
nm10259013,Miyoshi Rusher,NULL,NULL
nm10259035,Jacob Boatsman,NULL,NULL
nm10260048,Abhishek Pathak,NULL,NULL
nm10260089,Lance Manago,NULL,NULL
nm10260513,Isaac Domingos,NULL,NULL
nm10260530,Kosy Yamamoto,NULL,NULL
nm10260625,Angela Friederici,1952,NULL
nm10261034,Jake Cypert,NULL,NULL
nm10261045,Anthony Sarracco,NULL,NULL
nm10261386,Erika Brisson,NULL,NULL
nm10261738,Mark Cayne,NULL,NULL
nm10261776,Rhea Dysangco,NULL,NULL
nm10261782,Neil Warwick,NULL,NULL
nm10261832,Gary Coogan,NULL,NULL
nm10261852,Paul Kintzing,NULL,NULL
nm10261895,Ben Lamar,NULL,NULL
nm10262159,Howie Clarke,NULL,NULL
nm10262210,Stephanie Coco Cox,NULL,NULL
nm10262549,Tony Coleman,NULL,NULL
nm10262563,Fred Minnick,NULL,NULL
nm10262694,Sara E. Kelly,NULL,NULL
nm10262729,Alejandra Napurí,1992,NULL
nm1026279,Katharina Bellena,NULL,NULL
nm10262798,Dimitri Leroy,NULL,NULL
nm10262807,Lindsy Dias,NULL,NULL
nm10263620,Ander Jimenez,NULL,NULL
nm10263987,Jasmine Massé,NULL,NULL
nm10264011,Ste Bergin,1997,NULL
nm10264012,Dan Toomey,NULL,NULL
nm10264013,Isabel Cervantes,NULL,NULL
nm10264015,Michelle Askew,NULL,NULL
nm10264471,Samantha Hawkins,NULL,NULL
nm10264483,Jay Allen Tucker,NULL,NULL
nm10264499,Jason Stapleton,NULL,NULL
nm10264801,David Manuel,NULL,NULL
nm10264872,Sacha Houlié,NULL,NULL
nm10264880,Mijika Nagai,NULL,NULL
nm10264894,Danica Vucenic,NULL,NULL
nm10265045,John Lester Malabanan,NULL,NULL
nm10265088,Stefan Maul,1958,NULL
nm10265173,Cristian Radu Nema,1987,NULL
nm10265177,Nebojsa Zelenovic,NULL,NULL
nm10265449,Vazquez Edgar,NULL,NULL
nm10265450,Salazar Alejandro,NULL,NULL
nm10265451,Limones Edna,NULL,NULL
nm10265452,Martinez Miguel,NULL,NULL
nm10265453,Palacios Uziel,NULL,NULL
nm10265454,Camarillo Adriana,NULL,NULL
nm10265455,Castro Carolina,NULL,NULL
nm10265456,Aguilar Cynthia,NULL,NULL
nm1026557,Raju Singh,NULL,NULL
nm1026561,Marcel Vaid,NULL,NULL
nm10265790,Neale Whitaker,NULL,NULL
nm10265928,Peter Wade,NULL,NULL
nm10266088,Prakhar Khemka,NULL,NULL
nm10266242,Nicholas Potthoff,NULL,NULL
nm10266525,Shannon Clarke,NULL,NULL
nm10266538,Dragoljub Draza Petrovic,NULL,NULL
nm10266619,Caitlyn Murray,NULL,NULL
nm10267003,Sara Ávila,NULL,NULL
nm10267008,Peter Hintze,1950,2016
nm10267011,Cassandra Troncoso,NULL,NULL
nm10267058,Philippe Marini,NULL,NULL
nm10267433,Yogesh Dubey,NULL,NULL
nm10267451,Jovo Bakic,NULL,NULL
nm10267683,David Zagardo,NULL,NULL
nm10268197,Eve Cong,NULL,NULL
nm10268221,Yasmin Polley,NULL,NULL
nm10268282,Vibhav Rajadhyaksha,NULL,NULL
nm10268654,Tiarra Anderson,NULL,NULL
nm10268669,Pratyusna Sahoo,NULL,NULL
nm10269400,Tony Buba,NULL,NULL
nm10269401,Isaac Bunn,NULL,NULL
nm10269402,Robert Grey,NULL,NULL
nm10269403,Summer Lee,NULL,NULL
nm10269432,Yuslina Yussof,NULL,NULL
nm10269503,Brendan Daly,NULL,NULL
nm10269668,Andrzej Kuba Sielski,NULL,NULL
nm10270133,Josh Byrne,NULL,NULL
nm10270134,Callum Crawford,NULL,NULL
nm10270135,Logan Schuss,NULL,NULL
nm10270450,Kayla Magginson,NULL,NULL
nm10270821,Matt Lajeskie,NULL,NULL
nm10270938,Wallop Thearathong,NULL,NULL
nm10271019,Jason Gregory,NULL,NULL
nm10271087,Jason Schuler,NULL,NULL
nm10271107,E. Michael Jones,NULL,NULL
nm10271144,Cadu Pereiva,NULL,NULL
nm10271362,Jørn Inge Johansen,NULL,NULL
nm10271364,Johan Skålvoll,NULL,NULL
nm10271724,Amedeo Andreozzi,NULL,NULL
nm10272099,Yogesh M. Koli,NULL,NULL
nm10272128,Dakota J. Vlotho,NULL,NULL
nm10272667,Geoffrey Ames,NULL,NULL
nm10273281,Harsha Narra,NULL,NULL
nm10273397,Kotone Furukawa,1996,NULL
nm10273510,Luca Selberherr,NULL,NULL
nm10273575,Sergio Calleja,NULL,NULL
nm10273610,Claudia Salas,1994,NULL
nm10274075,Jimmy Gidderbaha,NULL,NULL
nm10274150,Eoin Goyette,NULL,NULL
nm10274539,Tony Garcia,NULL,NULL
nm10274549,Bibhu Mohapatra,NULL,NULL
nm10274670,Michael Anthony,NULL,NULL
nm10274733,Daniel Nicolau,NULL,NULL
nm10274851,Randle Nevels,NULL,NULL
nm10275033,Jia Kim,NULL,NULL
nm10275067,Anderson Vieira,NULL,NULL
nm10275155,Ken Gregory,NULL,NULL
nm10275231,Padmanabha Reddy,1973,NULL
nm10275431,Thandav Ram,NULL,NULL
nm10275543,Huong Giang,NULL,NULL
nm10275883,Hiroshi Kizu,NULL,NULL
nm1027650,Ashraf Abdel Ghafour,1942,NULL
nm10276593,Kelly Chan,NULL,NULL
nm10276639,Emily Schlachter,NULL,NULL
nm1027678,Michael Adamthwaite,1981,NULL
nm10276819,Siddhartha Villanueva,NULL,NULL
nm10276853,Bradley Davies,NULL,NULL
nm10276967,Harry Wheelwright,NULL,NULL
nm10277031,Larry Harris,NULL,NULL
nm10277032,Leonard Martin,NULL,NULL
nm10277034,Keston Lee,NULL,NULL
nm1027718,Ferdi Akarnur,1945,NULL
nm1027719,Farhan Akhtar,1974,NULL
nm10277212,Charlie Larios,NULL,NULL
nm10277968,Martha Luna,NULL,NULL
nm10277982,Paul Hunter,NULL,NULL
nm10278173,Merc Rowe,NULL,NULL
nm1027821,Anan Anwar,NULL,NULL
nm10278445,Davis Bonner,NULL,NULL
nm10278484,Jaden Petrucci,2000,NULL
nm10278518,Emmaline Lancaster,NULL,NULL
nm10278548,Rashika Pradhan,1996,NULL
nm10278599,Michael Merrell,NULL,NULL
nm10278810,Scribe Light,NULL,NULL
nm10278856,Tomasz Huczek,NULL,NULL
nm10279098,Anthony Hardy,NULL,NULL
nm10279109,Ken Bell,NULL,NULL
nm10279175,Evangeline Beaven,NULL,NULL
nm10279352,Bruce Nierenberg,NULL,NULL
nm10279429,Masashi Kawamata,NULL,NULL
nm10279455,Steve Priskie,NULL,NULL
nm10279486,Lola Arellano,NULL,NULL
nm1027986,Julian Barratt,1968,NULL
nm10279884,Farah Marwan,NULL,NULL
nm10279979,Joe Farkus,NULL,NULL
nm10280240,Tony Deppen,NULL,NULL
nm10280243,Djordje Vukadinovic,NULL,NULL
nm10280300,Erin Shorten,NULL,NULL
nm10280755,Ulises Verdiguel,NULL,NULL
nm10281062,Jaafar Guesmi,NULL,NULL
nm1028114,Pankaj Berry,1932,NULL
nm1028117,Saskia Berthod,NULL,NULL
nm10281204,Frode Meskau,NULL,NULL
nm10281550,Øystein Økter,NULL,NULL
nm10281802,Daniel Drepper,1986,NULL
nm10281805,Katarina Barley,1968,NULL
nm10281964,Chattan Haselden,NULL,NULL
nm10282083,Chris Wilkinson,NULL,NULL
nm10282178,Isabel Klein,NULL,NULL
nm10282179,Ainhoa Capote,NULL,NULL
nm10282231,Efrain Escudero,NULL,NULL
nm10282530,Suyoung Claire Park,NULL,NULL
nm10282563,Therese G. Pisani,NULL,NULL
nm10282564,Petter Goga,NULL,NULL
nm10282612,Jared Bradley,NULL,NULL
nm10282632,Robin John,NULL,NULL
nm10282633,Robert Thomas,NULL,NULL
nm10282634,Prabha Ajanur,NULL,NULL
nm10283002,Beya Zardi,NULL,NULL
nm10283036,Heike Kunze,NULL,NULL
nm10283207,So-Young Kim,NULL,NULL
nm10283938,Jacob Hawley,NULL,NULL
nm1028397,Misty Buckley,NULL,NULL
nm1028438,Gergely Bánki,1974,NULL
nm10284571,Tristan Simpson,NULL,NULL
nm10284776,Kayleen Casey,NULL,NULL
nm10284890,Sebastian Cooks,NULL,NULL
nm10284912,Naomy Ambroise,NULL,NULL
nm10285081,Alok Patel,NULL,NULL
nm10285380,Drew Brody,NULL,NULL
nm10285698,Marco del Bene,NULL,NULL
nm1028580,Tae-Hyun Cha,1976,NULL
nm10285956,Odrée Rousseau,NULL,NULL
nm10286032,Akshay Kelkar,1992,NULL
nm10286181,Ali Jaziri,NULL,NULL
nm10286184,Kais Neji,NULL,NULL
nm10286443,Mario Costabile,NULL,NULL
nm10286459,Meghan MacDonald,NULL,NULL
nm10286901,Nathan Mesmer,NULL,NULL
nm10286917,Samantha Russano,NULL,NULL
nm1028702,Bill Collard,NULL,NULL
nm1028719,Conor Connolly,NULL,NULL
nm10287244,Khalil ben Hmida,NULL,NULL
nm10287477,Sreehari Purimetla,NULL,NULL
nm10287908,Wapi Barau,NULL,NULL
nm10287911,Marvelous Edo,NULL,NULL
nm10287913,Rachel Evans,NULL,NULL
nm10288229,Bjarni Lárus Hall,NULL,NULL
nm10288233,Grímur Atlason,NULL,NULL
nm10288236,Alexandra Baldursdottir,NULL,NULL
nm10288598,Hewitt Dixon,NULL,NULL
nm10288886,Ilaria Spera,NULL,NULL
nm10288970,Dean Martin Richards,NULL,NULL
nm1028908,Mark De Bie,1939,NULL
nm10289176,Ayako Otowa,1960,NULL
nm10289231,Sophia Flörsch,2000,NULL
nm10289438,Sherif Tharwat,NULL,NULL
nm10289825,William Gadomski,NULL,NULL
nm10289890,Trish Happel,NULL,NULL
nm10290106,Toma Samir,NULL,NULL
nm10290315,Robbie Gonyea,NULL,NULL
nm10290498,Thomas Hamill,NULL,NULL
nm10290499,Kitty McMurdo-Schad,NULL,NULL
nm10290751,Casey Ferguson,NULL,NULL
nm10290801,Nhan Le,NULL,NULL
nm10290917,Jamie Deetz,NULL,NULL
nm10290919,Vanessa Luxx,NULL,NULL
nm10291114,Krisztián Ollári,NULL,NULL
nm10291115,David Benedek,NULL,NULL
nm10291116,Jakub Spevák,NULL,NULL
nm10291117,Laco Okasa,NULL,NULL
nm1029116,Frédéric Dorieux,NULL,NULL
nm10291642,Chanel Grey,NULL,NULL
nm10291950,Ruben Bart,NULL,NULL
nm10292725,Renate Rognan,NULL,NULL
nm10292894,Elena Lara-Cortés,NULL,NULL
nm10293294,Andreas Setiaputra,NULL,NULL
nm10293295,Hendro Djasmoro,NULL,NULL
nm10293590,Yves Schurzmann,NULL,NULL
nm10293592,Ingo König,NULL,NULL
nm10293597,Catalina Stuardo,NULL,NULL
nm10293640,Bence Kátai,NULL,NULL
nm10293681,Vincent Faust,NULL,NULL
nm10293694,Ian Neale,NULL,NULL
nm10294518,Queen Naija,NULL,NULL
nm10294793,Jimmy Pope,NULL,NULL
nm10295255,Craig Blundell,NULL,NULL
nm10295412,Bai Xin Yu,NULL,NULL
nm10295886,Christopher Williams,NULL,NULL
nm10295932,Kyle Kaizer,NULL,NULL
nm10296104,Cedomir Antic,NULL,NULL
nm10296154,Anis Carrión,NULL,NULL
nm10296182,Milan Culibrk,NULL,NULL
nm10296231,Steve Kitch,NULL,NULL
nm10296244,Nikola Jovanovic,NULL,NULL
nm10296279,Zoran Panovic,NULL,NULL
nm10296318,Zaineb Amin,NULL,NULL
nm10296380,Cvijetin Milivojevic,NULL,NULL
nm10296688,Þórhildur Kristín Lárentsínusdóttir,NULL,NULL
nm10297070,Jan Neuman,NULL,NULL
nm10297100,Mark Wale,NULL,NULL
nm10297145,Nikos Tsoup,NULL,NULL
nm10297217,Matthias Glaubrecht,1962,NULL
nm10297332,Bosko Obradovic,NULL,NULL
nm10297333,Borko Stefanovic,NULL,NULL
nm10297375,Lenora,NULL,NULL
nm10297376,Linda,NULL,NULL
nm10297377,Sally,NULL,NULL
nm10297410,Ljubodrag Stojadinovic,NULL,NULL
nm10297466,Vesna Rakic Vodinelic,NULL,NULL
nm10297521,Cato Kusters,NULL,NULL
nm10297674,Stelios Makris,NULL,NULL
nm10297677,Chaimaa Ormazábal,1999,NULL
nm10297742,J.T.T. Marer,NULL,NULL
nm10297769,Elsa Dasc,NULL,NULL
nm10297947,Simão Boucherie Mendes,NULL,NULL
nm10297957,Boom Patty T.,NULL,NULL
nm10297974,Ferdy Doernberg,NULL,NULL
nm10297983,Kev The Allstar,NULL,NULL
nm10298137,Richard Graham,NULL,NULL
nm10298197,Fiona Cane-Carrasco,NULL,NULL
nm10298360,Violet Rain,1999,2019
nm1029844,Ásgrímur Guðbjartsson,NULL,NULL
nm10298773,Øivind Enggrav,NULL,NULL
nm10298782,Marion Klaseie,NULL,NULL
nm10298941,Øyvind Øvergård,NULL,NULL
nm10299177,Owen Sheridan,NULL,NULL
nm10299449,Darvin Jennings,NULL,NULL
nm10299469,Casey Everett,NULL,NULL
nm10299704,Alexandros Eukleidis,NULL,NULL
nm10299727,Sunil Tomar,1987,NULL
nm10299731,Marcin Migdalski,NULL,NULL
nm1029988,Michael Beck,1967,NULL
nm10299913,Glo Tavarez,NULL,NULL
nm10300058,Matie Tundra,NULL,NULL
nm10300220,Tegan Zayne,NULL,NULL
nm10300307,Robert Kirkwood,NULL,NULL
nm10300415,Gaurav Sharma,NULL,NULL
nm10300701,Mateo Ortiz,NULL,NULL
nm10300757,Rodoljub Sabic,NULL,NULL
nm10300819,Branko Cecen,NULL,NULL
nm10300832,Aleksandra Jerkov,NULL,NULL
nm10300833,Marinika Tepic,NULL,NULL
nm10300862,Sasa Paunovic,NULL,NULL
nm10300863,Zeljko Bodrozic,NULL,NULL
nm10300872,Misa Brkic,NULL,NULL
nm10300898,Zoran Lutovac,NULL,NULL
nm10300907,Jacq Ainsworth,NULL,NULL
nm10301385,Rocky Sovechles,NULL,NULL
nm10301538,Aleksey Dzyubinskiy,NULL,NULL
nm10301574,Luke Graham,NULL,NULL
nm10301990,Apple Lapisara Intarasut,NULL,NULL
nm10302263,Sean Maygers,NULL,NULL
nm1030232,Saburô Ishikura,1946,NULL
nm10302500,Skyy Knox,NULL,NULL
nm10302573,Victoria Glover,NULL,NULL
nm1030267,Jang Hyuk,1976,NULL
nm10302978,William Ames,NULL,NULL
nm10303048,Ten Ka-Hei Tang,NULL,NULL
nm10303138,Yasmin Lily,NULL,NULL
nm1030346,Elmir Jukic,1971,NULL
nm10303502,Js Videos,NULL,NULL
nm10303529,Cynthia Marie,NULL,NULL
nm10303530,Jason Carl,NULL,NULL
nm10303861,Eva Williams,NULL,NULL
nm1030391,Irshad Kamil,NULL,NULL
nm10304035,Hanjun Li,NULL,NULL
nm10304343,Amjad Qureshi,NULL,NULL
nm10304455,Kassim Amdiya,NULL,NULL
nm10304496,Ramesh Juglan,NULL,NULL
nm10304744,Rita Claire Mike-Murphy,NULL,NULL
nm10304751,Champagne Brittany Choquer,NULL,NULL
nm10304752,Faron Christopher,NULL,NULL
nm10304899,Felix Stass,NULL,NULL
nm10304900,Markus Jüllich,NULL,NULL
nm10304901,Katrin Jüllich,NULL,NULL
nm10305141,Adrian Bennet,NULL,NULL
nm10305142,Beno Eker,1999,NULL
nm10305190,Ramiz King,NULL,NULL
nm10305550,Lei Wan,NULL,NULL
nm10305722,Ellis David Perry,NULL,NULL
nm10306414,Shubhangi Pant,NULL,NULL
nm10306488,Rajashri Nikam,NULL,NULL
nm10306742,Palki Malhotra,NULL,NULL
nm1030695,Heike Kunze,NULL,NULL
nm1030700,Masami Kurumada,1953,NULL
nm10307055,Jae-Hoon Han,NULL,NULL
nm10307217,Ryan Yannalfo,NULL,NULL
nm10307219,Gillian Holmes,NULL,NULL
nm10307394,Jon'Tae Beckwith,NULL,NULL
nm10307515,KC Cory,NULL,NULL
nm10307606,Chris Bey,NULL,NULL
nm10307754,Tom Girod,NULL,NULL
nm10307850,Casey Hockett,NULL,NULL
nm10308032,Clara Sechan,NULL,NULL
nm10308035,Louise Busson le Clanche,NULL,NULL
nm10308280,Elias Kourtparasidis,NULL,NULL
nm10308379,Charlize Berg,NULL,NULL
nm10308558,Konstantin Kosinsky,NULL,NULL
nm10308757,Naomi Calvo Morales,NULL,NULL
nm10309022,Liseli Morales,NULL,NULL
nm10309069,Ji-Woong Yang,NULL,NULL
nm10309094,My Linh,NULL,NULL
nm10309488,Joanna Darnikiewicz,NULL,NULL
nm10309680,Martin Aust,1971,NULL
nm10309717,Yves Kugelmann,1971,NULL
nm10309769,Werner Weidenfeld,1947,NULL
nm10309825,Jörg Baberowski,1961,NULL
nm10309828,Florence Gaub,NULL,NULL
nm10309978,Jörn Leonhard,1967,NULL
nm1031009,Zoe Lyons,1971,NULL
nm10310115,Beritu Ahmed,NULL,NULL
nm10310165,Leszek Gardela,NULL,NULL
nm10310728,Deepti Rawal,NULL,NULL
nm1031073,Gurinder Makna,NULL,NULL
nm10310782,Tim Childs,NULL,NULL
nm10310979,Julio Ruiz,NULL,NULL
nm10311270,Alam Wernik,NULL,NULL
nm10311278,Niko Vangelis,NULL,NULL
nm10311393,Stephen Ladlow,NULL,NULL
nm1031154,Victor James Martinez,1971,NULL
nm10312616,Ingeranna Krohn-Nydal,NULL,NULL
nm10312618,Sumeet Chaudhary,NULL,NULL
nm10312859,Isaac Snyder,NULL,NULL
nm10312922,Pedro Tolchinsky,NULL,NULL
nm10312993,Paul Laudicano,NULL,NULL
nm1031303,Laurent Mentec,NULL,NULL
nm10313086,Niena Baharun,NULL,NULL
nm10313806,Dan Burt,NULL,NULL
nm10314102,David Applebaum,NULL,NULL
nm10314254,Ruane van Rooyen,NULL,NULL
nm10314824,Alex Dornier,1991,NULL
nm10315228,Guillermo Noriega,NULL,NULL
nm10315650,Luis Sconza,NULL,NULL
nm10315762,Walter Gunz,1946,NULL
nm10315771,Sven Voelpel,1973,NULL
nm10315800,Michèle Binswanger,NULL,NULL
nm10315814,Josh Mak,NULL,NULL
nm10315996,Nadia Damaso,NULL,NULL
nm10316079,Andrew Durbin,NULL,NULL
nm10316081,Wolfram Eilenberger,1972,NULL
nm10316233,Nicole Just,1982,NULL
nm10316291,Sarah Schoonmaker,NULL,NULL
nm10316320,Gigi,NULL,NULL
nm10316445,Martin Buchholz,NULL,NULL
nm1031648,Daan Nieuwenhuijs,NULL,NULL
nm10316549,Antje Boetius,1967,NULL
nm10316597,Raquel Arias,NULL,NULL
nm10316609,Francesco Ferri,NULL,NULL
nm10316618,Marc Weide,1991,NULL
nm1031702,Ryan Nyquist,1979,NULL
nm1031713,Jeremiah O'Connor,NULL,NULL
nm10317137,Marie-Philippe Châtillon,NULL,NULL
nm10317155,Shareef Haq,NULL,NULL
nm10317706,Clara Poulet,NULL,NULL
nm10317827,Lauren Olivia,NULL,NULL
nm10318152,René Wadas,NULL,NULL
nm10318153,Dinorah Nieves,NULL,NULL
nm10318160,Tom Franz,1973,NULL
nm10318161,Leontine von Schmettow,NULL,NULL
nm10318190,Anna von Boetticher,1970,NULL
nm10318191,Matt Marra,NULL,NULL
nm10318356,Gerda J. Lewis,NULL,NULL
nm1031859,Louis-Martin Paradis,NULL,NULL
nm10318619,Mary Baghdady,NULL,NULL
nm10318656,Rolf Dobelli,1966,NULL
nm1031912,Ignacio Paurici,NULL,NULL
nm10319240,Dorthe Ferber,1968,NULL
nm10319721,Johnson Emma,NULL,NULL
nm10320044,Alan Marriott,NULL,NULL
nm10320323,Anna Cordonnier,NULL,NULL
nm10320403,Evangelina Kisa,NULL,NULL
nm10320432,Hans Günter Weeß,NULL,NULL
nm10320720,Noah Anderson,NULL,NULL
nm10320721,Jack Martin,NULL,NULL
nm10320722,Jude Adams,NULL,NULL
nm10320935,Sven Gottschling,1971,NULL
nm10320983,Jinny Sandhú,1989,NULL
nm10321019,Andrey Smirnov,NULL,NULL
nm10321020,Fitty Wienhold,NULL,NULL
nm10321021,Francesco Jovino,NULL,NULL
nm10321022,Kasperi Heikkinen,NULL,NULL
nm10321038,Dörte Hansen,1964,NULL
nm10321073,Håvard Bergheim,NULL,NULL
nm10321124,Huey DeMarco,NULL,NULL
nm10321183,Melanie Wenzel,1969,NULL
nm10321184,Chi-Wai Ng,NULL,NULL
nm10321421,Stefan Heine,1969,NULL
nm1032187,Arvind Rathod,1938,2021
nm10322218,Guo Yan,NULL,NULL
nm10322498,Steve Perry,NULL,NULL
nm10322539,Preksha Khanna,NULL,NULL
nm1032254,Andy Rheingold,NULL,NULL
nm10322548,Nathaniel Bowman,NULL,NULL
nm10322797,Francesco Cultreri,NULL,NULL
nm10322838,Jenna Robinson,NULL,NULL
nm10323117,Simone Fleischmann,1970,NULL
nm10323216,Antonie Rietzschel,NULL,NULL
nm10323249,Clemens Fuest,1968,NULL
nm10323265,Karl-Rudolf Korte,1958,NULL
nm10323323,Gerd Landsberg,1952,NULL
nm10323385,Andreas Zick,1962,NULL
nm10323409,Marion Jungbluth,NULL,NULL
nm10323410,Stefan Bratzel,1967,NULL
nm10323419,Ursula Münch,1961,NULL
nm10323420,Ottmar Edenhofer,1961,NULL
nm10323421,Barbara Hendricks,1952,NULL
nm10323448,Peter Dabrock,1964,NULL
nm10323475,Markus Blume,1975,NULL
nm10323482,Florian Bauer,1978,NULL
nm10323509,Prakash Jadhav,NULL,NULL
nm10323523,Martin Terhardt,NULL,NULL
nm10323601,Antoine Pous,NULL,NULL
nm10323918,André Schulz,1970,NULL
nm10323943,Frank Schäffler,1968,NULL
nm10323978,Wolfgang Krieger,1947,NULL
nm10324488,Bruno Schirra,1958,NULL
nm10325234,Sandra Faraj,NULL,NULL
nm10325489,Empyreal Palmer,NULL,NULL
nm10325531,Ciccio Manassero,NULL,NULL
nm10325802,Jon Bryant,NULL,NULL
nm10325819,Bastian Brinkmann,1988,NULL
nm10325979,Alonzo Dominguez,NULL,NULL
nm10326021,Margaret Sydenham,NULL,NULL
nm10326026,Jagoda Marinic,1977,NULL
nm10326107,Mike Mohring,1971,NULL
nm10326131,Sofiya Kotlyarova,NULL,NULL
nm10326132,Demyan Shiyan,2007,NULL
nm10326134,Georg Cremer,1952,NULL
nm10326136,Katharina Nocun,1986,NULL
